npf,nome,nome_sessao,quarto_jg,vel_max,dist_total,sprints,zv1,zv2,zv3,zv4,zv5,dcel1,dcel2,dcel3,dcel4,acel1,acel2,acel3,acel4,fc1,fc2,fc3,fc4,fc5,trimp,temp
723475,Rafael Rachel,26.02.10_Bauru,4,26.1,1546,2,477,605,282,100,19,72,131,39,9,55,139,41,2,1,1,5,9,5,82,25/26
692169,Alexandre Paranhos,26.02.12_Franca,1,24.5,771,1,231,325,125,63,3,38,57,15,7,25,66,21,0,3,2,1,4,3,40,25/26
713851,Danilo Fuzaro,26.02.12_Franca,1,26.7,1266,5,391,463,276,57,28,59,98,25,10,64,95,34,0,0,4,3,5,7,76,25/26
723898,Erik McCree,26.02.12_Franca,1,26.5,1197,2,418,515,158,32,30,54,83,30,4,65,92,21,0,4,4,4,3,1,41,25/26
713017,Fernando Fernandes,26.02.12_Franca,1,5.5,85,0,58,0,0,0,0,6,51,0,0,10,50,0,0,4,1,1,0,0,8,25/26
723896,Jordan Williams,26.02.12_Franca,1,22.7,1180,0,423,483,186,38,0,63,101,22,7,51,95,31,0,0,1,3,4,13,90,25/26
712072,Lucas Rodriguez,26.02.12_Franca,1,26.6,982,6,213,293,268,132,48,30,47,17,14,33,47,30,0,1,9,2,2,7,65,25/26
723475,Rafael Rachel,26.02.12_Franca,1,26.1,483,1,146,146,111,46,13,19,37,10,4,21,42,11,0,13,2,2,2,0,31,25/26
723467,Ricardo Fischer,26.02.12_Franca,1,26.0,801,1,301,222,156,76,7,38,52,13,10,40,53,22,0,4,1,2,4,3,47,25/26
703343,Winicius Braga,26.02.12_Franca,1,22.2,774,0,203,361,148,33,0,35,70,21,2,29,78,18,0,3,5,6,2,1,41,25/26
709501,Yuri Neptune,26.02.12_Franca,1,23.7,366,0,115,106,95,29,0,12,43,7,1,17,42,5,0,3,0,1,1,0,12,25/26
692169,Alexandre Paranhos,26.02.12_Franca,2,21.5,865,0,346,323,139,15,0,48,67,21,5,42,86,17,0,3,3,3,5,3,52,25/26
713851,Danilo Fuzaro,26.02.12_Franca,2,25.6,311,1,156,85,32,12,4,14,37,7,1,19,39,3,1,5,16,2,3,1,57,25/26
723898,Erik McCree,26.02.12_Franca,2,19.3,1201,0,523,557,62,3,0,68,110,17,5,86,111,14,0,5,5,4,3,2,49,25/26
713017,Fernando Fernandes,26.02.12_Franca,2,5.2,96,0,67,0,0,0,0,11,43,0,0,18,39,0,0,0,0,0,0,0,0,25/26
723896,Jordan Williams,26.02.12_Franca,2,20.5,744,0,318,266,96,13,0,43,67,19,2,62,64,15,0,5,6,3,6,5,78,25/26
712072,Lucas Rodriguez,26.02.12_Franca,2,26.2,474,2,177,167,71,21,13,27,44,11,5,23,49,9,1,8,12,2,4,0,54,25/26
723475,Rafael Rachel,26.02.12_Franca,2,25.9,1151,2,441,427,179,42,13,54,85,31,4,59,95,24,0,6,5,6,7,2,70,25/26
723467,Ricardo Fischer,26.02.12_Franca,2,26.1,1363,2,539,486,218,67,11,79,67,27,11,68,88,29,0,4,5,3,3,11,91,25/26
703343,Winicius Braga,26.02.12_Franca,2,17.1,801,0,349,371,42,0,0,43,81,21,3,49,88,9,0,13,6,2,1,1,42,25/26
709501,Yuri Neptune,26.02.12_Franca,2,26.1,1210,3,362,438,225,112,22,47,109,25,8,58,105,24,1,6,4,3,5,2,52,25/26
692169,Alexandre Paranhos,26.02.12_Franca,3,26.0,845,3,273,353,114,48,20,40,70,27,1,46,63,28,0,3,3,2,5,1,40,25/26
713851,Danilo Fuzaro,26.02.12_Franca,3,26.1,551,2,194,186,90,37,15,25,53,10,3,31,42,12,1,12,6,1,2,0,33,25/26
723898,Erik McCree,26.02.12_Franca,3,19.6,1143,0,512,424,134,17,0,59,94,14,7,70,94,17,0,4,5,5,5,1,57,25/26
713017,Fernando Fernandes,26.02.12_Franca,3,20.3,173,0,104,28,11,6,0,14,38,2,0,18,38,1,0,1,1,1,0,0,6,25/26
723896,Jordan Williams,26.02.12_Franca,3,25.6,1158,2,466,494,114,24,11,60,84,25,6,59,88,23,0,4,2,2,2,15,96,25/26
712072,Lucas Rodriguez,26.02.12_Franca,3,25.0,743,2,195,230,174,99,6,33,58,19,9,27,78,20,0,12,5,2,4,3,57,25/26
723475,Rafael Rachel,26.02.12_Franca,3,26.7,550,1,156,188,125,35,20,27,48,12,6,23,60,10,1,14,4,3,2,1,46,25/26
723467,Ricardo Fischer,26.02.12_Franca,3,26.6,1200,1,502,414,168,41,17,68,93,15,7,73,92,17,0,5,4,5,4,7,78,25/26
703343,Winicius Braga,26.02.12_Franca,3,20.7,819,0,331,313,104,26,0,35,84,18,5,40,84,25,0,7,3,4,5,2,54,25/26
709501,Yuri Neptune,26.02.12_Franca,3,22.9,1230,0,392,417,288,87,0,58,97,27,8,64,91,29,0,2,4,5,5,3,57,25/26
692169,Alexandre Paranhos,26.02.12_Franca,4,21.3,1244,0,523,461,143,54,0,71,106,26,2,66,114,23,0,6,4,5,5,3,64,25/26
713851,Danilo Fuzaro,26.02.12_Franca,4,18.1,71,0,38,7,15,1,0,5,13,1,0,9,7,2,0,4,3,1,0,0,13,25/26
723898,Erik McCree,26.02.12_Franca,4,26.2,1030,1,533,305,90,32,13,58,104,24,1,65,107,16,1,6,8,8,2,0,56,25/26
713017,Fernando Fernandes,26.02.12_Franca,4,6.4,141,0,114,1,0,0,0,13,34,0,0,20,28,0,0,2,0,0,0,0,2,25/26
723896,Jordan Williams,26.02.12_Franca,4,23.0,1085,0,506,382,102,39,0,68,92,21,5,63,100,18,0,1,7,4,11,4,90,25/26
712072,Lucas Rodriguez,26.02.12_Franca,4,18.8,395,0,177,122,60,8,0,27,36,9,4,24,41,9,0,19,3,2,2,1,42,25/26
723475,Rafael Rachel,26.02.12_Franca,4,10.2,107,0,69,18,0,0,0,12,28,2,0,16,28,1,0,23,2,0,0,0,28,25/26
723467,Ricardo Fischer,26.02.12_Franca,4,24.2,1113,2,489,316,160,95,2,55,80,18,8,56,89,20,0,5,6,3,4,7,77,25/26
703343,Winicius Braga,26.02.12_Franca,4,5.7,30,0,25,0,0,0,0,1,12,0,0,1,12,0,0,16,2,0,0,0,21,25/26
709501,Yuri Neptune,26.02.12_Franca,4,20.9,1450,0,595,540,219,34,0,80,109,28,7,73,111,31,0,1,3,8,7,4,75,25/26
692169,Alexandre Paranhos,26.02.17_Brasília,1,22.5,747,0,208,381,109,19,0,45,61,22,2,39,63,19,0,3,1,1,4,4,45,25/26
713851,Danilo Fuzaro,26.02.17_Brasília,1,25.9,1110,2,337,477,185,52,11,56,90,30,7,51,98,24,1,0,3,2,3,8,68,25/26
723898,Erik McCree,26.02.17_Brasília,1,23.6,983,0,267,473,178,44,0,38,66,25,5,44,57,34,0,4,1,3,4,1,41,25/26
713017,Fernando Fernandes,26.02.17_Brasília,1,6.8,46,0,32,1,0,0,0,5,24,0,0,5,25,0,0,1,0,0,0,0,2,25/26
723896,Jordan Williams,26.02.17_Brasília,1,22.4,1051,0,351,515,122,25,0,48,85,26,5,40,97,23,0,2,2,2,6,5,61,25/26
712072,Lucas Rodriguez,26.02.17_Brasília,1,26.0,815,2,194,314,210,46,25,36,61,21,4,34,57,21,0,2,6,1,2,7,57,25/26
723475,Rafael Rachel,26.02.17_Brasília,1,23.0,477,0,129,209,90,25,0,34,44,6,3,23,45,10,0,10,2,1,2,1,31,25/26
723467,Ricardo Fischer,26.02.17_Brasília,1,21.1,546,0,198,205,102,21,0,37,28,16,1,26,38,12,0,4,1,1,2,2,26,25/26
703343,Winicius Braga,26.02.17_Brasília,1,16.8,533,0,177,282,50,0,0,36,51,11,2,28,59,8,0,3,4,2,2,1,29,25/26
709501,Yuri Neptune,26.02.17_Brasília,1,25.8,413,1,129,144,88,24,4,27,36,13,2,29,36,12,0,2,0,1,2,0,14,25/26
692169,Alexandre Paranhos,26.02.17_Brasília,2,24.7,399,1,177,152,29,13,2,26,43,11,2,31,43,12,0,3,2,2,3,0,26,25/26
713851,Danilo Fuzaro,26.02.17_Brasília,2,24.2,853,1,303,298,171,29,2,56,74,18,4,57,66,23,0,3,12,6,6,4,83,25/26
723898,Erik McCree,26.02.17_Brasília,2,22.5,819,0,269,342,125,39,0,51,72,18,3,54,77,13,1,14,5,5,1,0,46,25/26
713017,Fernando Fernandes,26.02.17_Brasília,2,10.6,105,0,69,11,0,0,0,12,36,2,0,19,34,0,0,1,0,0,0,0,1,25/26
723896,Jordan Williams,26.02.17_Brasília,2,18.2,666,0,259,284,83,1,0,46,68,12,1,45,60,12,0,15,5,3,3,1,49,25/26
712072,Lucas Rodriguez,26.02.17_Brasília,2,26.2,1539,4,448,527,343,129,29,84,114,37,13,66,127,43,1,1,7,8,9,4,94,25/26
723475,Rafael Rachel,26.02.17_Brasília,2,27.0,1641,2,572,691,234,54,23,85,144,34,8,83,148,34,0,0,7,8,11,3,97,25/26
723467,Ricardo Fischer,26.02.17_Brasília,2,22.9,913,0,357,308,155,50,0,50,73,16,6,42,75,19,1,14,4,1,4,6,69,25/26
703343,Winicius Braga,26.02.17_Brasília,2,22.9,1280,0,429,623,143,35,0,65,116,29,7,53,121,29,1,8,5,3,8,3,73,25/26
709501,Yuri Neptune,26.02.17_Brasília,2,26.1,681,2,191,247,163,28,14,40,69,20,1,30,73,13,0,10,2,3,2,3,42,25/26
692169,Alexandre Paranhos,26.02.17_Brasília,3,21.9,295,0,109,133,28,11,0,23,22,5,1,14,30,4,0,1,1,2,2,1,20,25/26
713851,Danilo Fuzaro,26.02.17_Brasília,3,23.7,1058,0,383,387,204,34,0,57,88,28,4,53,84,32,1,2,3,2,5,8,76,25/26
723898,Erik McCree,26.02.17_Brasília,3,26.1,1534,6,468,633,225,117,37,70,110,25,13,60,101,41,2,1,3,7,5,2,54,25/26
713017,Fernando Fernandes,26.02.17_Brasília,3,5.0,44,0,29,0,0,0,0,5,22,0,0,7,20,0,0,0,0,0,0,0,0,25/26
723896,Jordan Williams,26.02.17_Brasília,3,23.5,1147,0,418,470,135,76,0,55,104,19,4,66,91,18,1,2,4,3,6,4,66,25/26
712072,Lucas Rodriguez,26.02.17_Brasília,3,7.2,99,0,74,7,0,0,0,6,23,0,0,15,18,0,0,3,4,3,2,1,30,25/26
723475,Rafael Rachel,26.02.17_Brasília,3,24.6,565,1,174,222,96,40,3,33,58,13,4,23,70,9,0,13,2,1,5,0,39,25/26
723467,Ricardo Fischer,26.02.17_Brasília,3,20.5,495,0,213,195,59,8,0,31,38,10,4,32,41,11,0,6,1,1,3,1,29,25/26
703343,Winicius Braga,26.02.17_Brasília,3,22.3,1307,0,467,620,146,27,0,64,111,21,5,56,112,23,0,2,3,3,8,4,72,25/26
709501,Yuri Neptune,26.02.17_Brasília,3,25.8,657,1,207,244,141,28,6,27,51,20,4,27,64,14,0,1,0,1,4,1,25,25/26
692169,Alexandre Paranhos,26.02.17_Brasília,4,23.4,578,0,198,254,71,25,0,22,60,12,3,34,59,10,0,2,2,3,2,2,32,25/26
713851,Danilo Fuzaro,26.02.17_Brasília,4,20.7,921,0,385,295,156,32,0,53,83,21,7,51,88,19,0,5,17,6,5,6,104,25/26
723898,Erik McCree,26.02.17_Brasília,4,26.1,1693,3,670,630,202,105,21,82,135,29,5,86,133,30,0,11,9,10,4,0,76,25/26
713017,Fernando Fernandes,26.02.17_Brasília,4,12.7,81,0,44,6,2,0,0,15,35,2,0,20,33,1,0,0,0,0,0,0,0,25/26
723896,Jordan Williams,26.02.17_Brasília,4,21.6,1064,0,503,402,75,8,0,74,95,24,4,78,93,20,0,9,11,9,7,2,94,25/26
712072,Lucas Rodriguez,26.02.17_Brasília,4,26.4,1151,2,472,349,180,55,30,58,109,25,9,60,106,29,0,9,11,4,3,1,63,25/26
723475,Rafael Rachel,26.02.17_Brasília,4,21.6,1017,0,367,389,180,30,0,62,85,25,7,51,102,24,0,14,11,6,4,2,81,25/26
723467,Ricardo Fischer,26.02.17_Brasília,4,25.3,1136,1,509,336,160,51,8,65,90,20,10,83,84,25,0,12,9,4,5,7,98,25/26
703343,Winicius Braga,26.02.17_Brasília,4,19.1,1109,0,494,439,108,8,0,59,126,23,3,62,129,22,0,12,7,6,5,2,74,25/26
709501,Yuri Neptune,26.02.17_Brasília,4,19.7,610,0,231,205,108,12,0,41,73,20,1,47,77,16,0,18,3,3,1,2,46,25/26
692169,Alexandre Paranhos,26.02.19_RioClaro,1,21.1,915,0,248,463,143,16,0,62,84,27,4,51,95,31,0,0,1,2,8,3,54,25/26
713851,Danilo Fuzaro,26.02.19_RioClaro,1,23.7,786,0,244,282,185,47,0,51,50,20,3,38,59,19,0,8,2,3,3,2,46,25/26
723898,Erik McCree,26.02.19_RioClaro,1,28.3,810,2,221,367,121,53,23,40,65,8,7,40,62,18,1,8,2,6,1,0,36,25/26
713017,Fernando Fernandes,26.02.19_RioClaro,1,30.0,467,2,155,144,102,14,27,15,42,14,4,16,49,10,0,1,1,2,2,1,22,25/26
723896,Jordan Williams,26.02.19_RioClaro,1,20.4,960,0,331,434,138,20,0,54,69,25,6,47,74,24,0,2,3,2,6,3,52,25/26
712072,Lucas Rodriguez,26.02.19_RioClaro,1,26.5,671,1,161,246,180,50,13,18,50,24,3,29,52,21,0,10,2,1,2,5,47,25/26
723475,Rafael Rachel,26.02.19_RioClaro,1,24.8,703,2,250,285,106,25,6,41,69,15,1,29,72,14,1,4,1,3,5,0,37,25/26
723467,Ricardo Fischer,26.02.19_RioClaro,1,24.7,993,1,325,280,255,90,3,44,56,25,10,49,59,29,0,0,1,2,5,4,48,25/26
703343,Winicius Braga,26.02.19_RioClaro,1,18.0,439,0,137,230,54,1,0,22,39,9,3,20,40,12,0,1,1,1,2,0,17,25/26
709501,Yuri Neptune,26.02.19_RioClaro,1,21.7,667,0,168,328,131,8,0,40,59,18,3,33,65,15,0,1,1,3,4,2,34,25/26
692169,Alexandre Paranhos,26.02.19_RioClaro,2,24.8,922,1,317,402,131,36,3,53,74,15,5,37,75,22,1,3,3,4,6,1,46,25/26
713851,Danilo Fuzaro,26.02.19_RioClaro,2,27.0,1258,2,422,418,268,80,9,74,106,25,10,75,94,36,0,4,5,4,7,4,72,25/26
723898,Erik McCree,26.02.19_RioClaro,2,22.5,915,0,382,363,114,21,0,63,60,13,5,50,67,16,0,7,3,3,1,2,37,25/26
713017,Fernando Fernandes,26.02.19_RioClaro,2,26.6,744,1,274,215,139,61,11,32,69,17,8,40,69,19,0,11,5,1,2,6,59,25/26
723896,Jordan Williams,26.02.19_RioClaro,2,25.9,993,2,333,430,124,46,23,62,63,27,3,54,67,24,0,4,2,3,7,2,52,25/26
712072,Lucas Rodriguez,26.02.19_RioClaro,2,26.4,950,2,219,360,249,73,25,44,49,17,4,26,50,19,0,11,4,2,5,2,57,25/26
723475,Rafael Rachel,26.02.19_RioClaro,2,26.4,687,3,249,235,112,39,17,40,65,16,7,37,71,16,0,12,3,2,5,1,51,25/26
723467,Ricardo Fischer,26.02.19_RioClaro,2,25.9,1010,3,430,286,184,54,13,55,63,21,8,48,63,26,0,9,4,1,4,7,70,25/26
703343,Winicius Braga,26.02.19_RioClaro,2,18.4,548,0,222,234,60,3,0,33,60,12,1,27,59,12,0,11,1,1,3,2,41,25/26
709501,Yuri Neptune,26.02.19_RioClaro,2,26.1,441,1,143,142,99,22,10,21,45,9,3,18,47,10,0,14,1,0,1,4,39,25/26
692169,Alexandre Paranhos,26.02.19_RioClaro,3,25.6,589,2,182,241,85,47,7,27,42,21,2,30,44,16,1,0,1,1,5,3,37,25/26
713851,Danilo Fuzaro,26.02.19_RioClaro,3,26.2,841,2,251,280,208,56,15,45,68,14,3,39,63,21,0,8,2,1,4,3,45,25/26
723898,Erik McCree,26.02.19_RioClaro,3,26.1,1157,2,341,500,183,69,23,66,71,28,6,50,85,26,1,3,2,4,5,0,43,25/26
713017,Fernando Fernandes,26.02.19_RioClaro,3,21.8,436,0,208,127,64,8,0,17,53,12,3,19,56,12,0,11,1,2,1,1,30,25/26
723896,Jordan Williams,26.02.19_RioClaro,3,23.8,817,0,312,313,100,58,0,49,57,19,4,42,57,22,0,4,1,4,6,2,46,25/26
712072,Lucas Rodriguez,26.02.19_RioClaro,3,26.1,875,4,203,331,196,91,25,41,56,21,5,47,60,24,0,7,2,2,4,4,55,25/26
723475,Rafael Rachel,26.02.19_RioClaro,3,23.3,770,0,242,272,199,18,0,40,67,25,5,33,79,22,0,7,1,3,6,1,46,25/26
723467,Ricardo Fischer,26.02.19_RioClaro,3,26.0,593,1,228,206,97,17,10,32,51,19,2,37,50,16,0,7,2,2,4,2,40,25/26
703343,Winicius Braga,26.02.19_RioClaro,3,23.2,608,0,236,268,71,8,0,47,51,9,4,30,56,14,0,2,2,2,2,1,25,25/26
709501,Yuri Neptune,26.02.19_RioClaro,3,22.2,545,0,172,265,66,10,0,32,62,10,1,34,58,11,0,2,1,2,5,1,34,25/26
692169,Alexandre Paranhos,26.02.19_RioClaro,4,6.2,47,0,29,2,0,0,0,7,24,3,0,10,24,1,0,0,0,0,0,0,1,25/26
713851,Danilo Fuzaro,26.02.19_RioClaro,4,26.6,1694,7,592,562,299,112,47,87,132,40,16,88,123,51,1,0,8,6,10,7,107,25/26
723898,Erik McCree,26.02.19_RioClaro,4,27.4,1844,5,707,675,236,105,51,100,124,42,12,87,149,32,4,5,7,7,4,1,62,25/26
713017,Fernando Fernandes,26.02.19_RioClaro,4,12.9,254,0,156,44,2,0,0,23,86,6,0,32,84,1,0,10,7,3,2,1,45,25/26
723896,Jordan Williams,26.02.19_RioClaro,4,25.9,1563,2,619,628,192,39,10,87,114,35,4,79,128,32,0,5,8,10,7,1,85,25/26
712072,Lucas Rodriguez,26.02.19_RioClaro,4,21.8,151,0,76,22,20,5,0,19,26,3,1,21,27,2,0,28,4,0,0,0,37,25/26
723475,Rafael Rachel,26.02.19_RioClaro,4,23.3,784,0,276,250,137,79,0,29,91,16,8,37,84,19,0,11,11,1,5,4,77,25/26
723467,Ricardo Fischer,26.02.19_RioClaro,4,25.5,1956,3,794,678,277,103,11,97,141,37,14,91,131,48,0,1,5,5,7,14,127,25/26
703343,Winicius Braga,26.02.19_RioClaro,4,19.5,1166,0,435,488,176,11,0,66,110,30,6,63,119,26,0,3,7,6,4,2,63,25/26
709501,Yuri Neptune,26.02.19_RioClaro,4,5.0,81,0,59,0,0,0,0,10,26,0,0,16,22,0,0,2,0,0,0,0,2,25/26
692169,Alexandre Paranhos,26.02.22_Paulistano,1,25.4,734,1,172,355,121,46,6,44,65,21,4,35,63,25,0,5,2,2,3,0,30,25/26
723898,Erik McCree,26.02.22_Paulistano,1,25.0,1253,1,385,551,200,72,3,61,93,29,4,56,93,33,0,3,2,3,8,3,66,25/26
713017,Fernando Fernandes,26.02.22_Paulistano,1,26.3,327,1,157,83,35,18,12,20,34,4,1,16,32,6,0,3,1,0,1,0,11,25/26
723896,Jordan Williams,26.02.22_Paulistano,1,21.8,754,0,224,327,122,54,0,42,49,18,5,27,66,19,0,4,3,2,5,2,43,25/26
719433,Juan Arengo,26.02.22_Paulistano,1,26.3,786,4,236,272,153,60,33,45,60,11,7,41,57,19,0,4,3,4,3,1,40,25/26
712072,Lucas Rodriguez,26.02.22_Paulistano,1,26.9,1452,12,305,576,328,150,59,70,86,31,16,56,78,49,3,2,3,3,3,4,50,25/26
723475,Rafael Rachel,26.02.22_Paulistano,1,21.5,294,0,163,86,19,5,0,14,35,5,2,22,30,4,1,13,3,1,0,0,25,25/26
723467,Ricardo Fischer,26.02.22_Paulistano,1,24.7,622,2,246,163,109,57,9,37,43,10,7,48,35,16,0,3,2,1,4,1,32,25/26
703343,Winicius Braga,26.02.22_Paulistano,1,17.7,737,0,296,324,87,0,0,34,74,12,0,39,71,12,0,3,3,2,4,1,33,25/26
709501,Yuri Neptune,26.02.22_Paulistano,1,25.6,888,2,219,333,250,46,5,50,72,21,7,43,72,24,0,2,7,2,2,5,52,25/26
692169,Alexandre Paranhos,26.02.22_Paulistano,2,25.9,1190,2,420,477,171,59,8,63,104,32,5,55,99,38,0,3,5,5,5,4,66,25/26
723898,Erik McCree,26.02.22_Paulistano,2,26.1,1222,2,466,460,167,58,28,64,86,27,5,52,98,22,0,4,6,7,3,2,58,25/26
713017,Fernando Fernandes,26.02.22_Paulistano,2,25.9,817,1,366,214,126,52,6,42,75,16,4,43,67,17,0,12,2,2,3,4,50,25/26
723896,Jordan Williams,26.02.22_Paulistano,2,24.5,1308,2,476,584,128,46,7,87,97,34,4,71,122,23,0,1,6,9,9,3,91,25/26
719433,Juan Arengo,26.02.22_Paulistano,2,25.3,784,1,262,258,155,59,5,39,69,16,7,30,71,18,0,15,3,3,3,3,54,25/26
712072,Lucas Rodriguez,26.02.22_Paulistano,2,27.6,1428,9,472,364,305,151,84,52,91,24,16,50,90,35,3,6,8,4,2,1,47,25/26
723475,Rafael Rachel,26.02.22_Paulistano,2,5.2,7,0,5,0,0,0,0,0,5,0,0,2,4,0,0,2,0,0,0,0,3,25/26
723467,Ricardo Fischer,26.02.22_Paulistano,2,26.0,820,4,330,201,128,91,20,39,55,17,8,52,49,16,0,14,5,1,2,6,65,25/26
703343,Winicius Braga,26.02.22_Paulistano,2,20.6,493,0,216,204,39,9,0,32,44,11,1,27,45,8,0,14,2,2,2,1,41,25/26
709501,Yuri Neptune,26.02.22_Paulistano,2,25.6,1145,1,476,426,140,37,17,59,75,26,7,49,78,29,0,7,4,2,6,3,61,25/26
692169,Alexandre Paranhos,26.02.22_Paulistano,3,16.0,455,0,188,190,56,0,0,22,46,8,0,22,43,9,0,2,1,2,1,0,17,25/26
723898,Erik McCree,26.02.22_Paulistano,3,27.1,1018,3,381,370,141,65,20,42,85,21,6,42,79,27,1,3,1,5,5,1,42,25/26
713017,Fernando Fernandes,26.02.22_Paulistano,3,26.1,643,4,225,215,112,38,20,34,53,7,5,42,47,15,0,5,1,1,4,2,32,25/26
723896,Jordan Williams,26.02.22_Paulistano,3,22.8,955,0,375,385,139,21,0,50,69,15,6,39,75,18,0,2,1,4,7,2,53,25/26
719433,Juan Arengo,26.02.22_Paulistano,3,23.7,708,0,178,320,143,42,0,31,52,16,3,38,51,14,0,11,3,1,5,1,45,25/26
712072,Lucas Rodriguez,26.02.22_Paulistano,3,29.5,1021,5,243,373,223,105,40,57,58,26,10,50,67,30,0,5,4,3,5,2,51,25/26
723475,Rafael Rachel,26.02.22_Paulistano,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/26
723467,Ricardo Fischer,26.02.22_Paulistano,3,25.0,612,2,220,225,106,31,5,32,45,14,5,32,43,18,0,6,2,2,3,2,38,25/26
703343,Winicius Braga,26.02.22_Paulistano,3,22.6,988,0,356,462,109,18,0,58,93,24,10,37,112,21,0,6,1,3,7,4,63,25/26
709501,Yuri Neptune,26.02.22_Paulistano,3,26.2,466,1,83,209,122,33,7,21,32,10,3,15,29,17,1,1,1,1,0,0,7,25/26
692169,Alexandre Paranhos,26.02.22_Paulistano,4,24.9,743,1,224,309,132,39,6,37,52,23,3,30,62,19,0,2,1,1,3,5,44,25/26
723898,Erik McCree,26.02.22_Paulistano,4,26.0,698,2,311,223,70,53,13,46,45,8,2,36,53,8,0,1,2,2,1,1,19,25/26
713017,Fernando Fernandes,26.02.22_Paulistano,4,26.3,1352,5,380,536,270,75,49,60,70,40,14,40,92,35,0,0,3,2,3,10,74,25/26
723896,Jordan Williams,26.02.22_Paulistano,4,23.5,616,0,268,213,73,31,0,36,41,15,1,39,47,9,0,1,2,3,4,0,30,25/26
719433,Juan Arengo,26.02.22_Paulistano,4,7.4,68,0,53,3,0,0,0,5,14,0,0,11,10,0,0,4,0,0,0,0,4,25/26
712072,Lucas Rodriguez,26.02.22_Paulistano,4,26.6,1397,6,331,521,298,138,67,67,80,34,14,46,92,40,0,1,3,5,3,3,47,25/26
723475,Rafael Rachel,26.02.22_Paulistano,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/26
723467,Ricardo Fischer,26.02.22_Paulistano,4,26.0,1098,3,431,371,139,95,13,49,87,24,9,52,72,28,1,2,3,3,3,8,69,25/26
703343,Winicius Braga,26.02.22_Paulistano,4,22.6,619,0,245,249,92,9,0,29,55,16,2,32,62,10,0,5,2,2,4,2,38,25/26
709501,Yuri Neptune,26.02.22_Paulistano,4,19.6,177,0,45,76,48,4,0,9,11,5,1,8,17,5,0,0,0,0,0,0,2,25/26
692169,Alexandre Paranhos,26.03.17_UniãoCorinthians,1,21.6,863,0,284,373,147,15,0,54,77,23,5,41,86,23,0,2,1,3,3,3,41,25/26
713851,Danilo Fuzaro,26.03.17_UniãoCorinthians,1,26.0,956,2,304,334,194,64,10,54,73,21,6,56,74,20,1,7,2,3,6,5,67,25/26
723898,Erik McCree,26.03.17_UniãoCorinthians,1,27.2,874,4,280,373,94,53,40,40,59,18,6,46,67,13,0,6,4,6,4,0,47,25/26
713017,Fernando Fernandes,26.03.17_UniãoCorinthians,1,5.5,31,0,20,0,0,0,0,2,19,0,0,4,18,0,0,0,0,0,0,0,0,25/26
723896,Jordan Williams,26.03.17_UniãoCorinthians,1,26.0,1040,1,349,449,147,27,15,55,92,23,3,59,82,24,0,4,3,4,10,2,71,25/26
719433,Juan Arengo,26.03.17_UniãoCorinthians,1,26.3,786,4,194,294,165,74,29,42,50,23,10,34,41,32,0,3,11,2,2,5,65,25/26
712072,Lucas Rodriguez,26.03.17_UniãoCorinthians,1,23.5,732,0,234,285,147,41,0,36,55,19,5,35,59,15,1,10,2,2,5,2,49,25/26
690902,Murilo Ferraz,26.03.17_UniãoCorinthians,1,5.6,24,0,18,0,0,0,0,2,9,0,0,5,7,0,0,7,0,0,0,0,7,25/26
723475,Rafael Rachel,26.03.17_UniãoCorinthians,1,22.7,820,0,245,335,164,46,0,46,65,16,5,33,63,29,0,0,13,1,3,6,71,25/26
724919,Tim Frazier,26.03.17_UniãoCorinthians,1,21.4,894,0,426,291,120,17,0,51,74,14,4,54,70,12,0,1,9,2,5,6,76,25/26
703343,Winicius Braga,26.03.17_UniãoCorinthians,1,18.1,682,0,226,333,99,1,0,49,45,16,0,37,57,9,0,14,1,1,3,4,50,25/26
709501,Yuri Neptune,26.03.17_UniãoCorinthians,1,23.0,331,0,103,112,76,17,0,12,43,6,1,13,39,9,0,5,1,2,1,0,16,25/26
692169,Alexandre Paranhos,26.03.17_UniãoCorinthians,2,21.4,838,0,300,365,103,25,0,58,74,17,4,58,72,22,0,4,4,4,4,3,59,25/26
713851,Danilo Fuzaro,26.03.17_UniãoCorinthians,2,25.0,599,1,265,183,85,14,4,34,56,23,2,40,63,11,0,15,5,4,6,1,61,25/26
723898,Erik McCree,26.03.17_UniãoCorinthians,2,24.0,889,0,345,354,104,47,0,56,69,19,2,41,80,15,0,13,4,6,3,0,54,25/26
713017,Fernando Fernandes,26.03.17_UniãoCorinthians,2,5.6,107,0,83,0,0,0,0,8,40,0,0,11,38,0,0,0,0,0,0,0,0,25/26
723896,Jordan Williams,26.03.17_UniãoCorinthians,2,18.3,776,0,312,330,82,7,0,48,75,15,2,48,76,14,0,9,5,5,5,0,54,25/26
719433,Juan Arengo,26.03.17_UniãoCorinthians,2,27.0,1261,4,443,419,205,89,43,53,97,26,12,61,92,31,1,0,13,5,6,5,91,25/26
712072,Lucas Rodriguez,26.03.17_UniãoCorinthians,2,26.0,686,3,249,250,80,49,20,37,55,16,7,39,64,10,1,17,3,2,4,4,63,25/26
690902,Murilo Ferraz,26.03.17_UniãoCorinthians,2,4.9,34,0,16,0,0,0,0,11,18,0,0,15,15,0,0,5,0,0,0,0,5,25/26
