npf,nome,nome_sessao,quarto_jg,vel_max,dist_total,sprints,zv1,zv2,zv3,zv4,zv5,dcel1,dcel2,dcel3,dcel4,acel1,acel2,acel3,acel4,fc1,fc2,fc3,fc4,fc5,trimp,temp
692169,Alexandre Paranhos,25.11.01_Cruzeiro,1,21.7,704,0,213,324,108,22,0,41,65,23,2,40,75,18,1,4,2,2,5,2,40,25/26
713851,Danilo Fuzaro,25.11.01_Cruzeiro,1,26.0,655,1,223,239,129,17,10,41,60,22,4,44,60,19,0,5,5,2,2,3,45,25/26
723563,Darrell Davis,25.11.01_Cruzeiro,1,24.9,948,2,227,371,189,119,7,42,70,30,5,37,67,38,0,0,7,2,2,10,79,25/26
723898,Erik McCree,25.11.01_Cruzeiro,1,22.4,1022,0,320,487,133,44,0,51,75,20,3,58,76,21,0,4,3,4,4,2,45,25/26
713017,Fernando Fernandes,25.11.01_Cruzeiro,1,6.0,42,0,28,0,0,0,0,5,25,0,0,7,23,0,0,2,0,0,0,0,2,25/26
723896,Jordan Williams,25.11.01_Cruzeiro,1,23.3,663,0,193,278,145,23,0,32,50,14,3,29,53,16,0,8,4,2,3,5,58,25/26
719433,Juan Arengo,25.11.01_Cruzeiro,1,26.3,1214,1,452,404,206,82,21,55,88,21,9,73,77,31,0,2,4,3,7,6,75,25/26
712072,Lucas Rodriguez,25.11.01_Cruzeiro,1,27.3,985,4,267,335,211,80,51,48,71,23,9,40,85,29,1,6,1,1,4,4,51,25/26
723475,Rafael Rachel,25.11.01_Cruzeiro,1,24.2,592,1,151,237,131,47,1,35,57,14,2,29,54,14,0,8,7,2,3,2,49,25/26
703342,Vinci Oliveira,25.11.01_Cruzeiro,1,7.0,48,0,35,2,0,0,0,1,24,1,0,5,22,1,0,3,0,0,0,0,3,25/26
703343,Winicius Braga,25.11.01_Cruzeiro,1,25.6,900,1,282,405,130,50,10,41,60,17,2,41,62,16,0,4,3,3,3,3,47,25/26
709501,Yuri Neptune,25.11.01_Cruzeiro,1,26.2,802,1,230,289,178,58,15,50,71,15,2,44,69,19,0,3,1,2,5,2,41,25/26
692169,Alexandre Paranhos,25.11.01_Cruzeiro,2,24.8,744,1,256,313,89,52,3,37,55,18,4,29,61,23,0,2,3,1,4,4,47,25/26
713851,Danilo Fuzaro,25.11.01_Cruzeiro,2,24.3,883,1,325,274,178,54,2,53,67,26,8,55,59,30,0,1,11,4,6,4,76,25/26
723563,Darrell Davis,25.11.01_Cruzeiro,2,25.9,793,2,269,282,134,63,13,28,68,17,6,34,57,23,0,2,10,4,2,7,77,25/26
723898,Erik McCree,25.11.01_Cruzeiro,2,22.6,1215,0,390,581,148,45,0,72,96,21,4,67,98,26,0,3,7,6,3,1,52,25/26
713017,Fernando Fernandes,25.11.01_Cruzeiro,2,5.3,88,0,66,0,0,0,0,8,34,0,0,7,36,0,0,0,0,0,0,0,0,25/26
723896,Jordan Williams,25.11.01_Cruzeiro,2,22.6,1270,0,452,528,196,43,0,54,82,33,5,47,89,28,1,3,3,4,8,7,87,25/26
719433,Juan Arengo,25.11.01_Cruzeiro,2,26.7,992,1,377,350,169,27,19,67,83,17,5,52,66,28,0,4,8,3,3,7,75,25/26
712072,Lucas Rodriguez,25.11.01_Cruzeiro,2,26.9,1212,5,319,484,257,68,43,53,73,31,15,57,83,27,3,3,7,4,4,7,81,25/26
723475,Rafael Rachel,25.11.01_Cruzeiro,2,25.1,577,1,184,194,133,37,10,19,45,17,2,23,44,14,0,1,16,3,4,1,64,25/26
703342,Vinci Oliveira,25.11.01_Cruzeiro,2,7.1,71,0,53,3,0,0,0,6,26,3,0,10,27,0,0,2,0,0,0,0,2,25/26
703343,Winicius Braga,25.11.01_Cruzeiro,2,23.4,790,0,316,327,94,19,0,49,75,12,2,34,84,11,0,9,5,3,5,2,57,25/26
709501,Yuri Neptune,25.11.01_Cruzeiro,2,20.8,453,0,192,163,62,7,0,24,55,10,1,30,51,7,0,16,3,2,2,1,40,25/26
692169,Alexandre Paranhos,25.11.01_Cruzeiro,3,26.2,989,2,370,384,101,68,18,53,85,25,4,59,90,22,0,2,3,2,5,6,66,25/26
713851,Danilo Fuzaro,25.11.01_Cruzeiro,3,26.0,736,1,304,249,100,19,7,43,85,14,5,55,77,16,0,2,10,4,5,4,71,25/26
723563,Darrell Davis,25.11.01_Cruzeiro,3,26.1,1728,1,497,696,319,139,16,78,109,44,7,80,115,44,0,0,0,1,4,19,114,25/26
723898,Erik McCree,25.11.01_Cruzeiro,3,26.4,1105,1,348,499,148,52,12,56,87,28,6,59,100,24,1,3,6,7,6,1,60,25/26
713017,Fernando Fernandes,25.11.01_Cruzeiro,3,5.3,45,0,25,0,0,0,0,9,23,0,0,14,19,0,0,0,0,0,0,0,0,25/26
723896,Jordan Williams,25.11.01_Cruzeiro,3,26.7,830,2,341,266,132,20,32,39,60,20,5,36,70,16,1,6,2,2,3,7,62,25/26
719433,Juan Arengo,25.11.01_Cruzeiro,3,26.0,1164,3,406,368,243,81,20,59,85,26,11,44,78,35,0,0,6,4,4,10,92,25/26
712072,Lucas Rodriguez,25.11.01_Cruzeiro,3,21.0,132,0,74,22,14,4,0,8,24,3,2,19,21,2,0,19,5,0,0,0,29,25/26
723475,Rafael Rachel,25.11.01_Cruzeiro,3,25.9,535,1,234,161,85,22,10,30,48,7,4,21,53,10,0,5,12,3,4,1,57,25/26
703342,Vinci Oliveira,25.11.01_Cruzeiro,3,6.5,42,0,30,2,0,0,0,4,19,1,0,5,20,0,0,0,0,0,0,0,0,25/26
703343,Winicius Braga,25.11.01_Cruzeiro,3,18.6,584,0,223,260,72,4,0,35,58,16,0,33,59,13,0,4,1,1,3,2,34,25/26
709501,Yuri Neptune,25.11.01_Cruzeiro,3,26.6,628,1,246,230,93,10,14,33,59,12,4,35,62,11,0,2,2,2,4,0,27,25/26
692169,Alexandre Paranhos,25.11.01_Cruzeiro,4,18.4,393,0,163,158,37,5,0,30,36,7,2,28,37,8,0,4,1,1,2,1,22,25/26
713851,Danilo Fuzaro,25.11.01_Cruzeiro,4,25.8,1162,1,580,333,134,35,6,57,109,30,1,65,106,22,0,4,13,7,8,2,94,25/26
723563,Darrell Davis,25.11.01_Cruzeiro,4,26.3,1580,4,666,529,215,72,27,79,123,43,9,73,129,39,1,0,6,6,7,16,138,25/26
723898,Erik McCree,25.11.01_Cruzeiro,4,27.6,1689,4,703,620,183,50,61,79,122,39,9,71,137,29,2,3,13,7,6,1,80,25/26
713017,Fernando Fernandes,25.11.01_Cruzeiro,4,7.0,71,0,42,4,0,0,0,15,28,0,0,18,27,0,0,0,0,0,0,0,0,25/26
723896,Jordan Williams,25.11.01_Cruzeiro,4,23.9,1126,0,512,384,115,50,0,58,95,17,10,65,93,26,0,10,6,5,3,4,71,25/26
719433,Juan Arengo,25.11.01_Cruzeiro,4,27.6,1170,3,429,394,206,60,23,63,81,29,6,60,76,32,0,6,11,6,3,9,101,25/26
712072,Lucas Rodriguez,25.11.01_Cruzeiro,4,25.2,279,1,104,86,44,18,3,22,37,10,1,23,42,3,1,22,4,1,2,0,43,25/26
723475,Rafael Rachel,25.11.01_Cruzeiro,4,25.2,262,1,147,76,9,5,2,14,44,3,2,19,43,4,0,19,13,1,1,0,55,25/26
703342,Vinci Oliveira,25.11.01_Cruzeiro,4,6.0,61,0,41,0,0,0,0,6,35,0,0,6,36,0,0,1,0,0,0,0,1,25/26
703343,Winicius Braga,25.11.01_Cruzeiro,4,22.5,1531,0,714,526,205,24,0,68,116,31,7,56,130,30,0,7,10,5,8,5,99,25/26
709501,Yuri Neptune,25.11.01_Cruzeiro,4,17.8,310,0,156,87,39,0,0,15,51,7,0,27,42,7,0,7,5,7,5,1,63,25/26
692169,Alexandre Paranhos,25.11.04_Franca,1,23.8,922,0,280,389,174,48,0,51,72,14,2,31,68,22,0,3,1,1,5,3,45,25/26
713851,Danilo Fuzaro,25.11.04_Franca,1,20.5,542,0,249,176,72,7,0,38,58,14,2,35,66,10,0,10,5,2,3,1,42,25/26
723563,Darrell Davis,25.11.04_Franca,1,23.5,1320,0,333,513,343,92,0,37,89,36,6,59,85,35,0,0,5,3,3,11,85,25/26
723898,Erik McCree,25.11.04_Franca,1,25.4,1138,3,388,486,152,52,10,56,87,24,8,50,93,29,1,4,3,5,9,0,63,25/26
713017,Fernando Fernandes,25.11.04_Franca,1,7.2,128,0,91,11,0,0,0,15,37,0,0,16,34,1,0,2,3,2,4,4,48,25/26
723896,Jordan Williams,25.11.04_Franca,1,18.7,912,0,344,403,104,12,0,54,85,18,3,52,83,23,0,6,3,3,4,4,60,25/26
719433,Juan Arengo,25.11.04_Franca,1,24.4,1116,1,290,472,245,56,7,65,80,26,5,64,80,24,0,6,4,1,4,7,67,25/26
712072,Lucas Rodriguez,25.11.04_Franca,1,8.8,111,0,83,5,0,0,0,3,42,2,0,7,43,0,0,13,2,0,0,0,17,25/26
723475,Rafael Rachel,25.11.04_Franca,1,24.9,480,2,158,168,93,31,5,28,49,11,1,20,51,12,0,12,4,1,4,1,41,25/26
723467,Ricardo Fischer,25.11.04_Franca,1,25.2,539,1,248,152,70,25,3,40,62,9,1,34,66,9,0,10,3,2,3,2,44,25/26
703343,Winicius Braga,25.11.04_Franca,1,18.8,693,0,279,295,81,4,0,34,74,18,1,35,83,13,0,4,0,2,5,2,38,25/26
709501,Yuri Neptune,25.11.04_Franca,1,21.7,563,0,242,192,76,21,0,30,64,12,1,30,68,7,0,4,2,2,2,2,28,25/26
692169,Alexandre Paranhos,25.11.04_Franca,2,26.2,1270,1,445,474,185,98,13,58,104,22,5,69,103,31,0,6,4,3,5,5,71,25/26
713851,Danilo Fuzaro,25.11.04_Franca,2,26.2,351,1,123,101,84,10,5,19,46,4,1,20,38,6,1,21,3,1,2,1,45,25/26
723563,Darrell Davis,25.11.04_Franca,2,20.0,312,0,110,121,54,7,0,13,32,9,1,16,34,8,0,16,9,2,2,0,51,25/26
723898,Erik McCree,25.11.04_Franca,2,26.3,1184,2,422,514,124,57,14,66,92,26,8,66,101,26,1,10,6,8,6,0,68,25/26
713017,Fernando Fernandes,25.11.04_Franca,2,5.8,49,0,31,0,0,0,0,11,22,0,0,12,21,0,0,2,1,1,1,0,8,25/26
723896,Jordan Williams,25.11.04_Franca,2,22.2,1035,0,423,419,127,13,0,60,93,25,5,44,100,23,0,7,6,4,8,3,76,25/26
719433,Juan Arengo,25.11.04_Franca,2,26.2,1499,2,510,605,218,82,20,101,105,30,5,100,101,29,0,1,7,8,6,9,107,25/26
712072,Lucas Rodriguez,25.11.04_Franca,2,27.8,673,3,241,210,98,46,41,37,69,8,4,50,65,10,1,10,4,2,2,1,39,25/26
723475,Rafael Rachel,25.11.04_Franca,2,26.0,618,1,215,193,107,56,18,25,50,13,4,28,58,11,0,11,14,1,3,1,62,25/26
723467,Ricardo Fischer,25.11.04_Franca,2,20.4,1224,0,466,388,290,19,0,61,96,16,1,73,77,23,0,9,7,3,3,9,88,25/26
703343,Winicius Braga,25.11.04_Franca,2,20.7,470,0,164,197,82,8,0,27,41,8,2,24,50,5,0,17,1,1,2,3,47,25/26
709501,Yuri Neptune,25.11.04_Franca,2,23.0,634,0,199,220,136,45,0,43,55,8,6,36,56,13,0,6,2,3,3,0,30,25/26
692169,Alexandre Paranhos,25.11.04_Franca,3,23.1,393,0,110,197,58,11,0,23,37,9,1,13,44,8,0,0,1,1,2,1,21,25/26
713851,Danilo Fuzaro,25.11.04_Franca,3,26.6,879,1,248,354,185,52,11,37,67,20,4,36,59,25,1,6,1,1,5,4,52,25/26
723563,Darrell Davis,25.11.04_Franca,3,22.0,655,0,129,269,174,65,0,28,45,20,3,30,45,16,0,4,5,1,2,4,48,25/26
723898,Erik McCree,25.11.04_Franca,3,26.0,1256,3,349,554,208,82,23,63,82,29,4,58,80,29,0,1,3,3,9,1,58,25/26
713017,Fernando Fernandes,25.11.04_Franca,3,12.7,80,0,41,21,4,0,0,10,22,0,0,8,22,0,0,0,0,0,0,0,0,25/26
723896,Jordan Williams,25.11.04_Franca,3,23.9,984,0,359,413,139,33,0,52,78,22,9,48,88,24,0,1,1,2,6,6,65,25/26
719433,Juan Arengo,25.11.04_Franca,3,22.3,1076,0,341,483,180,36,0,74,76,20,4,53,70,23,0,1,5,1,2,8,63,25/26
712072,Lucas Rodriguez,25.11.04_Franca,3,26.6,223,1,92,60,18,8,23,15,40,6,1,17,40,2,1,9,3,0,0,0,17,25/26
723475,Rafael Rachel,25.11.04_Franca,3,20.7,274,0,112,96,41,11,0,13,30,7,0,9,31,7,0,12,2,1,2,0,27,25/26
723467,Ricardo Fischer,25.11.04_Franca,3,23.3,420,0,143,148,84,21,0,24,32,11,3,32,30,8,0,7,4,1,2,2,38,25/26
703343,Winicius Braga,25.11.04_Franca,3,21.5,1066,0,410,453,156,14,0,50,80,22,6,38,82,29,0,1,0,1,4,6,55,25/26
709501,Yuri Neptune,25.11.04_Franca,3,22.4,371,0,144,105,78,23,0,19,39,6,0,17,39,6,0,3,1,2,2,0,17,25/26
692169,Alexandre Paranhos,25.11.04_Franca,4,16.4,444,0,202,187,29,0,0,33,41,8,0,27,52,5,0,1,1,2,3,0,20,25/26
713851,Danilo Fuzaro,25.11.04_Franca,4,26.2,501,2,199,173,62,18,21,38,35,10,3,36,40,9,0,6,11,3,2,3,60,25/26
723563,Darrell Davis,25.11.04_Franca,4,6.0,45,0,33,0,0,0,0,4,16,0,0,7,14,0,0,20,0,0,0,0,21,25/26
723898,Erik McCree,25.11.04_Franca,4,25.8,1235,2,505,519,119,31,8,68,107,24,4,70,94,25,0,8,6,6,5,0,59,25/26
713017,Fernando Fernandes,25.11.04_Franca,4,5.3,62,0,45,0,0,0,0,11,21,0,0,10,22,0,0,1,0,0,0,0,1,25/26
723896,Jordan Williams,25.11.04_Franca,4,21.4,1122,0,530,437,88,9,0,72,107,18,5,68,112,17,0,5,4,5,7,3,73,25/26
719433,Juan Arengo,25.11.04_Franca,4,23.0,692,0,285,244,90,27,0,45,64,19,6,36,72,17,0,5,10,2,2,6,69,25/26
712072,Lucas Rodriguez,25.11.04_Franca,4,26.8,1158,3,368,440,192,65,41,65,99,28,4,69,97,24,1,9,4,3,4,5,69,25/26
723475,Rafael Rachel,25.11.04_Franca,4,25.4,596,1,194,232,111,25,5,32,61,13,1,37,56,10,0,14,4,2,4,1,50,25/26
723467,Ricardo Fischer,25.11.04_Franca,4,16.8,334,0,151,119,44,0,0,30,20,4,1,29,24,1,0,15,6,1,1,2,44,25/26
703343,Winicius Braga,25.11.04_Franca,4,24.7,1048,1,443,432,109,10,3,63,94,24,6,65,112,16,0,2,4,5,5,5,71,25/26
709501,Yuri Neptune,25.11.04_Franca,4,24.3,1251,1,504,436,203,51,3,67,106,21,5,66,95,30,0,6,3,2,7,6,80,25/26
692169,Alexandre Paranhos,25.11.08_Rioclaro,1,26.0,998,1,316,412,172,54,12,44,77,23,5,53,67,30,0,2,2,2,6,4,56,25/26
713851,Danilo Fuzaro,25.11.08_Rioclaro,1,25.9,387,1,158,140,47,6,4,35,43,7,3,26,39,14,0,10,3,1,0,0,20,25/26
723563,Darrell Davis,25.11.08_Rioclaro,1,26.0,1147,5,288,471,217,105,24,65,70,28,14,53,85,31,0,0,1,4,3,8,67,25/26
723898,Erik McCree,25.11.08_Rioclaro,1,25.5,1245,2,410,604,149,28,11,76,95,16,7,56,97,27,0,1,1,4,6,3,54,25/26
723896,Jordan Williams,25.11.08_Rioclaro,1,25.4,983,1,339,400,134,56,11,64,66,27,4,52,80,23,0,2,2,4,5,3,52,25/26
719433,Juan Arengo,25.11.08_Rioclaro,1,26.1,1380,2,424,485,289,117,18,52,99,36,5,42,93,38,0,0,1,2,4,10,74,25/26
712072,Lucas Rodriguez,25.11.08_Rioclaro,1,5.2,29,0,19,0,0,0,0,7,13,0,0,5,15,0,0,3,0,0,0,0,4,25/26
723475,Rafael Rachel,25.11.08_Rioclaro,1,23.3,151,0,67,40,23,9,0,8,17,3,3,10,19,3,0,10,6,1,1,0,26,25/26
723467,Ricardo Fischer,25.11.08_Rioclaro,1,19.0,374,0,188,117,36,4,0,30,30,6,2,27,32,7,0,4,2,2,3,2,34,25/26
703343,Winicius Braga,25.11.08_Rioclaro,1,22.3,347,0,122,160,45,8,0,20,29,2,2,15,25,9,0,1,1,1,2,0,14,25/26
709501,Yuri Neptune,25.11.08_Rioclaro,1,16.0,167,0,92,43,12,0,0,9,36,1,0,10,38,1,0,4,1,0,0,0,7,25/26
692169,Alexandre Paranhos,25.11.08_Rioclaro,2,24.1,630,1,250,237,85,22,1,44,53,15,3,38,66,10,1,5,1,3,4,1,35,25/26
713851,Danilo Fuzaro,25.11.08_Rioclaro,2,23.2,1105,0,391,387,234,30,0,74,98,25,7,70,95,30,0,7,7,4,5,4,74,25/26
723563,Darrell Davis,25.11.08_Rioclaro,2,25.7,791,1,274,264,172,34,6,34,70,18,7,48,75,20,0,2,16,4,3,3,71,25/26
723898,Erik McCree,25.11.08_Rioclaro,2,22.7,768,0,305,340,66,7,0,47,85,17,3,58,84,13,0,12,5,7,2,1,56,25/26
723896,Jordan Williams,25.11.08_Rioclaro,2,19.0,610,0,248,217,99,7,0,37,60,15,4,36,63,14,0,3,4,5,6,5,76,25/26
719433,Juan Arengo,25.11.08_Rioclaro,2,23.2,557,0,180,208,101,37,0,28,58,15,3,40,54,14,0,17,6,2,3,1,53,25/26
712072,Lucas Rodriguez,25.11.08_Rioclaro,2,26.9,954,4,295,293,180,93,38,62,72,20,12,51,82,28,0,10,3,4,5,2,57,25/26
723475,Rafael Rachel,25.11.08_Rioclaro,2,25.9,1104,3,359,362,201,108,22,56,83,30,6,47,90,27,0,7,7,4,9,3,82,25/26
723467,Ricardo Fischer,25.11.08_Rioclaro,2,21.8,649,0,271,210,119,15,0,49,41,12,2,47,40,12,0,10,2,1,3,2,42,25/26
703343,Winicius Braga,25.11.08_Rioclaro,2,21.1,1053,0,429,407,142,13,0,55,99,28,3,52,100,27,0,10,5,5,7,3,77,25/26
709501,Yuri Neptune,25.11.08_Rioclaro,2,22.7,1138,0,426,343,257,46,0,67,112,27,4,55,97,35,0,10,3,2,9,3,75,25/26
692169,Alexandre Paranhos,25.11.08_Rioclaro,3,3.6,2,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,25/26
713851,Danilo Fuzaro,25.11.08_Rioclaro,3,25.9,429,1,158,142,92,15,7,27,33,6,1,18,26,12,0,0,0,1,1,3,24,25/26
723563,Darrell Davis,25.11.08_Rioclaro,3,3.2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,2,1,0,14,25/26
723898,Erik McCree,25.11.08_Rioclaro,3,5.8,10,0,8,0,0,0,0,1,2,0,0,1,3,0,0,1,0,0,0,0,1,25/26
723896,Jordan Williams,25.11.08_Rioclaro,3,4.8,2,0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,1,1,1,1,10,25/26
719433,Juan Arengo,25.11.08_Rioclaro,3,4.2,8,0,5,0,0,0,0,2,1,0,0,1,2,0,0,5,0,0,0,0,6,25/26
712072,Lucas Rodriguez,25.11.08_Rioclaro,3,3.7,5,0,2,0,0,0,0,2,2,0,0,3,1,0,0,4,0,0,0,0,4,25/26
723475,Rafael Rachel,25.11.08_Rioclaro,3,21.2,453,0,129,163,126,21,0,27,24,7,2,23,25,10,0,0,0,2,3,1,21,25/26
723467,Ricardo Fischer,25.11.08_Rioclaro,3,26.2,385,1,141,121,86,10,9,19,23,10,2,14,23,12,0,0,1,1,2,1,20,25/26
703343,Winicius Braga,25.11.08_Rioclaro,3,21.2,407,0,134,169,81,14,0,18,32,10,0,18,25,11,0,0,0,1,2,2,22,25/26
709501,Yuri Neptune,25.11.08_Rioclaro,3,23.3,351,0,98,123,96,21,0,22,22,7,1,19,19,10,0,0,1,2,2,0,17,25/26
692169,Alexandre Paranhos,25.11.08_Rioclaro,4,17.7,612,0,192,309,86,0,0,43,47,14,2,30,49,15,0,1,1,1,2,2,24,25/26
713851,Danilo Fuzaro,25.11.08_Rioclaro,4,25.8,734,1,289,248,126,23,6,44,59,18,4,47,56,19,0,2,3,2,5,6,65,25/26
723563,Darrell Davis,25.11.08_Rioclaro,4,26.0,733,1,185,301,158,56,12,32,48,19,3,36,46,18,0,5,4,2,2,1,33,25/26
723898,Erik McCree,25.11.08_Rioclaro,4,7.3,36,0,22,6,0,0,0,4,12,0,0,5,12,0,0,2,0,0,0,0,5,25/26
723896,Jordan Williams,25.11.08_Rioclaro,4,6.1,39,0,30,2,0,0,0,4,8,0,0,5,7,0,0,3,1,1,1,1,17,25/26
719433,Juan Arengo,25.11.08_Rioclaro,4,5.0,25,0,17,0,0,0,0,6,4,0,0,5,5,0,0,11,0,0,0,0,11,25/26
712072,Lucas Rodriguez,25.11.08_Rioclaro,4,23.4,960,0,245,341,269,77,0,41,58,26,10,42,62,27,0,8,2,1,2,1,29,25/26
723475,Rafael Rachel,25.11.08_Rioclaro,4,23.6,1366,0,438,545,303,27,0,77,96,26,13,63,106,35,0,0,2,4,12,2,69,25/26
723467,Ricardo Fischer,25.11.08_Rioclaro,4,18.7,446,0,202,163,51,2,0,23,40,10,0,27,35,8,0,1,2,2,2,2,26,25/26
703343,Winicius Braga,25.11.08_Rioclaro,4,18.7,829,0,270,391,133,3,0,57,77,19,1,45,77,15,0,4,3,3,4,5,59,25/26
709501,Yuri Neptune,25.11.08_Rioclaro,4,21.8,1459,0,446,553,332,74,0,75,104,29,2,53,96,38,0,0,2,3,3,11,79,25/26
692169,Alexandre Paranhos,25.11.10_Brasília,1,25.3,811,3,242,320,132,62,21,50,71,14,4,39,68,20,0,5,1,1,6,2,46,25/26
713851,Danilo Fuzaro,25.11.10_Brasília,1,25.3,536,1,190,184,106,18,4,29,58,8,3,26,58,12,0,3,6,5,3,2,50,25/26
723563,Darrell Davis,25.11.10_Brasília,1,26.0,724,3,170,254,172,83,12,24,59,22,5,31,51,25,0,1,11,3,1,6,69,25/26
723898,Erik McCree,25.11.10_Brasília,1,26.1,1010,1,302,482,151,26,9,54,75,13,6,63,67,17,0,2,1,4,6,4,59,25/26
723896,Jordan Williams,25.11.10_Brasília,1,19.6,902,0,349,363,139,9,0,48,72,21,6,48,78,21,0,5,1,3,5,7,70,25/26
719433,Juan Arengo,25.11.10_Brasília,1,27.1,1379,7,392,473,258,141,58,77,82,33,10,69,78,39,1,1,5,3,5,7,75,25/26
712072,Lucas Rodriguez,25.11.10_Brasília,1,5.5,52,0,34,0,0,0,0,4,33,0,0,6,31,0,0,9,1,0,0,0,11,25/26
723475,Rafael Rachel,25.11.10_Brasília,1,20.3,601,0,211,232,122,12,0,31,46,16,4,19,55,16,0,7,7,1,5,1,51,25/26
723467,Ricardo Fischer,25.11.10_Brasília,1,24.8,1127,1,412,369,208,88,4,49,72,22,5,40,72,29,0,6,2,2,4,8,70,25/26
703343,Winicius Braga,25.11.10_Brasília,1,25.8,856,1,272,397,136,16,5,35,64,15,6,39,66,20,1,4,3,2,4,1,37,25/26
709501,Yuri Neptune,25.11.10_Brasília,1,22.0,450,0,191,136,93,10,0,25,39,7,3,16,43,9,0,3,3,1,1,0,19,25/26
692169,Alexandre Paranhos,25.11.10_Brasília,2,22.0,752,0,316,288,90,22,0,35,73,12,5,34,76,17,0,5,3,1,4,4,49,25/26
713851,Danilo Fuzaro,25.11.10_Brasília,2,26.0,551,2,199,160,97,48,11,29,46,15,5,29,50,16,0,10,11,2,1,1,48,25/26
723563,Darrell Davis,25.11.10_Brasília,2,26.0,665,2,214,228,103,70,22,41,46,12,5,35,59,12,0,10,7,3,4,3,63,25/26
723898,Erik McCree,25.11.10_Brasília,2,23.9,1061,0,462,380,111,59,0,53,87,15,4,59,95,14,0,1,5,6,4,3,55,25/26
723896,Jordan Williams,25.11.10_Brasília,2,22.5,1155,0,404,455,188,47,0,70,94,23,5,57,87,28,1,4,5,5,7,5,84,25/26
719433,Juan Arengo,25.11.10_Brasília,2,26.4,1342,2,445,415,253,157,23,76,81,23,10,70,77,36,0,0,7,7,6,6,91,25/26
712072,Lucas Rodriguez,25.11.10_Brasília,2,26.2,641,5,180,218,110,73,32,26,51,22,8,39,58,21,1,10,4,1,2,4,48,25/26
723475,Rafael Rachel,25.11.10_Brasília,2,23.9,1166,0,448,386,213,74,0,56,84,34,4,59,81,28,1,3,8,6,7,2,70,25/26
723467,Ricardo Fischer,25.11.10_Brasília,2,21.3,672,0,276,214,113,27,0,32,65,11,2,39,54,12,0,13,5,1,1,7,63,25/26
703343,Winicius Braga,25.11.10_Brasília,2,22.7,457,0,150,217,60,12,0,18,40,14,4,17,47,13,0,17,4,1,2,4,53,25/26
709501,Yuri Neptune,25.11.10_Brasília,2,25.1,652,2,193,222,144,54,10,38,57,16,4,26,61,21,0,13,2,2,3,1,43,25/26
692169,Alexandre Paranhos,25.11.10_Brasília,3,17.1,427,0,154,186,64,0,0,26,51,5,3,18,45,12,0,2,0,1,2,2,19,25/26
713851,Danilo Fuzaro,25.11.10_Brasília,3,25.5,559,2,174,175,128,44,11,28,45,11,5,26,40,15,0,5,3,2,2,1,28,25/26
723563,Darrell Davis,25.11.10_Brasília,3,26.1,975,1,274,365,209,81,12,41,83,22,7,53,78,25,0,1,6,1,3,9,75,25/26
723898,Erik McCree,25.11.10_Brasília,3,25.7,966,3,372,413,63,46,11,58,86,23,7,49,98,24,0,5,5,4,2,1,43,25/26
723896,Jordan Williams,25.11.10_Brasília,3,19.7,800,0,302,334,121,5,0,50,62,23,2,35,70,16,0,3,5,2,4,5,59,25/26
719433,Juan Arengo,25.11.10_Brasília,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,4,62,25/26
712072,Lucas Rodriguez,25.11.10_Brasília,3,6.0,56,0,44,0,0,0,0,4,20,0,0,4,19,1,0,16,2,0,0,0,19,25/26
723475,Rafael Rachel,25.11.10_Brasília,3,21.7,596,0,216,223,103,28,0,39,49,18,0,36,52,11,0,3,3,4,3,3,48,25/26
723467,Ricardo Fischer,25.11.10_Brasília,3,22.5,714,0,245,236,165,32,0,35,51,13,5,34,54,18,0,9,4,2,2,4,52,25/26
703343,Winicius Braga,25.11.10_Brasília,3,20.7,1041,0,346,494,151,11,0,54,87,30,4,52,88,28,0,4,2,3,4,7,70,25/26
709501,Yuri Neptune,25.11.10_Brasília,3,25.3,446,1,134,132,128,24,7,19,46,9,2,24,32,14,0,3,0,1,2,0,16,25/26
692169,Alexandre Paranhos,25.11.10_Brasília,4,20.7,1605,0,616,694,196,21,0,95,145,35,7,109,145,37,0,2,7,6,10,8,113,25/26
713851,Danilo Fuzaro,25.11.10_Brasília,4,26.0,1284,3,462,431,220,76,17,77,108,35,9,71,120,34,0,4,12,4,7,5,91,25/26
723563,Darrell Davis,25.11.10_Brasília,4,21.2,426,0,164,172,48,6,0,30,67,9,1,33,72,3,0,17,9,3,2,1,61,25/26
723898,Erik McCree,25.11.10_Brasília,4,24.4,1273,1,592,467,107,37,2,60,103,25,5,62,125,15,0,8,10,6,3,0,61,25/26
723896,Jordan Williams,25.11.10_Brasília,4,24.3,966,1,450,329,81,48,2,46,84,19,5,64,72,21,0,6,9,5,5,1,68,25/26
719433,Juan Arengo,25.11.10_Brasília,4,26.1,960,4,393,290,140,52,20,55,79,31,6,61,81,27,0,2,11,10,8,3,98,25/26
712072,Lucas Rodriguez,25.11.10_Brasília,4,5.8,96,0,67,0,0,0,0,13,40,0,0,14,41,0,0,16,1,0,0,0,17,25/26
723475,Rafael Rachel,25.11.10_Brasília,4,25.9,789,2,292,275,134,32,8,40,88,19,1,41,88,15,1,11,12,5,4,1,70,25/26
